,Date,Longitude,Latitude,Month,Season_code_1,Season_code_2,Season_code_3,CULEX_ERRATICUS,CULEX_PIPIENS,CULEX_PIPIENS_RESTUANS,CULEX_RESTUANS,CULEX_SALINARIUS,CULEX_TARSALIS,CULEX_TERRITANS,ParasiticIn,Influenza,Tmax2,Tmin2,Tavg2,WetBulb2,Heat2,PrecipTotal2,StnPressure2,ResultDir2,AvgSpeed2,DZ2,FG2,HZ2,RA2,RA45_2,BR2,TS2,TSRA2,VCTS2,Tmax,Tmin,Tavg,Depart,DewPoint,Heat,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir,AvgSpeed,BR,DZ,FG,HZ,RA,RA45,TS,TSRA,VCTS,pre45_1_2,pre45_1,pre45_05,TrapClusterNum
897,2007-08-24,-87.729384,41.837084999999995,8,0,1,0,0,1,1,0,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,8
65,2007-06-26,-87.79518,41.921177,6,0,1,0,0,0,0,1,0,0,0,0.26,0.8,91,73,47,41,1,0.0,29.45,21,8.1,0,0,1,0,18.0,1,0,0,0,92,70,46,28,69,1,17,418,1931,0.16,6.1,22,7.1,1,0,0,1,0,19.0,0,1,1,0,1,1,6
1744,2009-06-26,-87.60088,41.773215,6,0,1,0,0,0,1,0,0,0,0,0.28,0.85,86,72,44,36,1,0.0,29.2,4,8.0,0,0,0,0,15.0,0,0,0,0,86,69,43,25,60,1,14,418,1931,0.0,6.4,4,8.2,0,0,0,0,0,15.0,0,0,0,1,1,1,7
2915,2011-07-29,-87.56566600000001,41.704572,7,0,1,0,0,0,0,3,0,0,1,0.25,0.57,86,74,45,41,1,0.36,29.34,4,5.6,0,0,0,0,12.0,1,0,1,0,86,71,44,23,67,1,15,442,1915,0.7,4.3,4,5.9,1,0,0,0,0,14.0,0,0,0,1,1,1,5
2325,2009-09-17,-87.72460799999999,41.662014,9,0,0,1,0,3,3,0,0,0,0,0.26,0.6,71,54,28,26,13,0.0,29.51,8,5.4,0,0,0,0,9.0,0,0,0,0,72,50,26,11,52,25,1,533,1758,0.0,3.4,5,4.2,0,0,0,0,0,11.0,0,0,0,1,0,1,4
3968,2013-07-25,-87.642984,41.803422999999995,7,0,1,0,0,6,22,26,0,0,0,0.26,0.58,81,58,35,29,1,0.0,29.39,23,3.9,0,0,0,0,13.0,0,0,0,0,81,57,34,13,54,1,5,438,1918,0.0,4.1,23,5.1,0,0,0,0,0,9.0,0,0,0,0,1,1,1
1107,2007-09-12,-87.700117,41.932094,9,0,0,1,0,1,0,0,0,0,0,0.29,0.67,66,46,21,19,30,0.0,29.46,5,6.0,0,0,0,0,13.0,0,0,0,0,67,46,22,16,42,29,1,528,1809,0.0,1.8,3,5.6,0,0,0,0,0,19.0,0,0,0,1,1,1,9
276,2007-07-18,-87.763416,41.801497999999995,7,0,1,0,0,1,2,0,0,0,0,0.29,0.67,85,69,42,40,1,0.92,29.18,24,10.6,0,0,1,1,15.0,1,1,1,1,85,69,42,21,68,1,13,432,1924,1.55,9.1,24,10.1,1,0,0,0,1,14.0,0,1,1,0,1,1,8
4282,2013-08-29,-87.777189,41.960615999999995,8,0,1,0,0,0,11,0,0,0,0,0.26,0.58,87,69,43,38,1,0.0,29.36,10,4.6,0,1,1,0,10.0,1,0,0,0,89,66,43,26,64,1,14,514,1832,0.0,3.9,10,4.7,1,0,0,1,0,12.0,0,0,0,0,0,1,10
431,2007-08-01,-87.729384,41.837084999999995,8,0,1,0,0,3,4,0,0,0,0,0.29,0.67,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,8
3836,2013-07-12,-87.56566600000001,41.704572,7,0,1,0,0,0,0,27,0,0,1,0.26,0.58,82,60,36,31,1,0.0,29.44,8,5.4,0,0,0,0,19.0,0,0,0,0,83,58,36,10,53,1,7,427,1928,0.0,4.0,8,4.8,0,0,0,0,0,16.0,0,0,0,0,1,1,5
3945,2013-07-25,-87.70373599999999,41.704336,7,0,1,0,0,0,4,1,0,0,0,0.26,0.58,81,58,35,29,1,0.0,29.39,23,3.9,0,0,0,0,13.0,0,0,0,0,81,57,34,13,54,1,5,438,1918,0.0,4.1,23,5.1,0,0,0,0,0,9.0,0,0,0,0,1,1,4
2296,2009-09-14,-87.56566600000001,41.704572,9,0,0,1,0,1,1,0,0,0,0,0.26,0.6,84,59,37,31,1,0.0,29.4,13,2.7,0,0,0,0,10.0,0,0,0,0,84,58,36,25,55,1,7,530,1805,0.0,0.1,33,2.1,0,0,0,0,0,12.0,0,0,0,1,0,1,5
4383,2013-09-06,-87.66805500000001,41.912563,9,0,0,1,0,1,9,0,0,0,0,0.26,0.58,85,62,39,32,1,0.0,29.44,17,6.0,0,0,0,0,11.0,0,0,0,0,86,57,37,23,58,1,8,522,1819,0.0,4.7,20,6.0,0,0,0,0,0,11.0,0,0,0,0,0,1,9
1848,2009-07-10,-87.62779599999999,41.821582,7,0,1,0,0,0,1,0,0,0,0,0.26,0.6,84,67,41,37,1,0.12,29.41,21,4.6,0,0,1,1,16.0,1,0,0,0,82,63,38,18,64,1,9,425,1929,0.08,4.4,21,4.9,1,0,0,0,1,18.0,0,0,0,1,1,1,1
4159,2013-08-15,-87.703047,41.77166,8,0,1,0,0,31,40,0,0,0,0,0.26,0.58,74,57,31,27,1,0.0,29.47,22,5.0,0,0,0,0,12.0,0,0,0,0,75,55,30,15,53,1,1,459,1854,0.0,4.2,24,4.9,0,0,0,0,0,11.0,0,0,0,0,0,1,8
866,2007-08-24,-87.832763,41.944869,8,0,1,0,0,9,17,0,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,2
736,2007-08-15,-87.585487,41.799282,8,0,1,0,0,3,3,2,0,0,0,0.29,0.67,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,7
3781,2013-07-12,-87.777189,41.960615999999995,7,0,1,0,0,0,5,2,0,0,0,0.26,0.58,82,60,36,31,1,0.0,29.44,8,5.4,0,0,0,0,19.0,0,0,0,0,83,58,36,10,53,1,7,427,1928,0.0,4.0,8,4.8,0,0,0,0,0,16.0,0,0,0,0,1,1,10
1904,2009-07-17,-87.678649,41.768388,7,0,1,0,0,0,1,1,0,0,0,0.26,0.6,70,58,29,26,2,0.0,29.21,29,10.4,0,0,0,1,16.0,0,0,0,0,70,57,29,2,51,2,1,431,1925,0.0,10.6,30,10.8,0,0,0,0,0,15.0,0,0,0,1,1,1,4
3290,2011-09-12,-87.546587,41.740641,9,0,0,1,0,0,2,6,0,0,0,0.25,0.57,86,64,40,34,1,0.0,29.24,23,9.3,0,0,0,0,12.0,0,0,0,0,86,64,40,28,59,1,11,528,1809,0.0,10.5,23,10.9,0,0,0,0,0,12.0,0,0,0,0,1,1,7
1475,2009-05-28,-87.716277,41.846075,5,1,0,0,0,0,2,0,0,0,0,0.28,0.85,64,55,25,23,26,0.0,29.11,29,8.3,0,0,0,0,13.212498602533099,0,0,0,0,62,54,23,13,51,28,1,421,1916,0.0,6.8,30,8.1,0,0,0,0,0,13.2126647963936,0,0,0,1,1,1,1
1449,2007-10-09,-87.599862,41.673408,10,0,0,1,0,104,55,0,0,0,0,0.27,0.77,77,50,29,22,2,0.0,29.27,28,13.3,0,0,0,0,7.0,0,0,0,0,76,49,28,26,44,13,1,557,1720,0.0,11.5,28,12.8,0,0,0,0,0,8.0,0,0,0,0,0,0,5
2248,2009-09-14,-87.862995,41.992478000000006,9,0,0,1,0,0,7,0,0,0,0,0.26,0.6,84,59,37,31,1,0.0,29.4,13,2.7,0,0,0,0,10.0,0,0,0,0,84,58,36,25,55,1,7,530,1805,0.0,0.1,33,2.1,0,0,0,0,0,12.0,0,0,0,1,0,1,3
3991,2013-08-01,-87.805059,41.973845000000004,8,0,1,0,0,1,0,2,0,0,0,0.26,0.58,82,61,37,31,1,0.0,29.29,29,7.1,0,0,0,0,14.0,0,0,0,0,81,61,36,10,57,1,7,445,1911,0.0,7.6,30,7.8,0,0,0,0,0,11.0,0,0,0,0,1,1,2
2149,2009-08-25,-87.800991,41.95469,8,0,1,0,0,0,14,7,0,0,0,0.26,0.6,82,61,37,34,1,0.0,29.39,21,8.6,0,0,0,0,11.0,0,0,0,0,83,59,36,19,61,1,7,510,1839,0.0,9.1,21,9.2,0,0,0,0,0,12.0,0,0,0,0,0,1,2
2767,2011-07-15,-87.666014,41.720848,7,0,1,0,0,0,48,28,1,0,0,0.25,0.57,86,71,44,36,1,0.0,29.33,10,6.8,0,0,0,0,13.0,0,0,0,0,87,70,44,23,60,1,15,429,1926,0.0,5.4,9,6.7,0,0,0,0,0,13.0,0,0,0,1,0,1,4
666,2007-08-15,-87.745602,41.759346,8,0,1,0,0,5,19,0,0,0,0,0.29,0.67,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,8
3013,2011-08-12,-87.678649,41.768388,8,0,1,0,0,0,1,0,0,0,0,0.25,0.57,82,65,39,33,1,0.0,29.28,19,8.4,0,0,0,0,9.0,0,0,0,0,81,60,36,10,59,1,7,456,1858,0.0,8.3,19,8.5,0,0,0,0,0,10.0,0,0,0,0,1,1,4
609,2007-08-07,-87.632085,41.921965,8,0,1,0,0,0,1,0,0,0,0,0.29,0.67,92,73,48,45,1,0.06,29.11,24,8.8,0,0,0,0,10.0,0,0,0,1,91,72,47,27,73,1,18,451,1904,1.31,6.2,25,9.0,1,0,0,0,1,11.0,0,0,0,0,1,1,9
4230,2013-08-22,-87.70373599999999,41.704336,8,0,1,0,0,7,8,3,0,0,0,0.26,0.58,78,67,38,37,1,0.36,29.42,24,7.0,0,0,0,1,11.0,0,0,0,0,78,68,38,20,67,1,9,506,1843,0.23,1.5,23,7.0,0,0,0,0,1,12.0,0,0,0,0,0,1,4
936,2007-08-24,-87.65535600000001,41.775051,8,0,1,0,0,1,2,0,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,4
336,2007-07-19,-87.629798,41.878114000000004,7,0,1,0,0,0,1,0,0,0,0,0.29,0.67,82,63,38,35,1,0.01,29.26,36,14.4,0,0,1,0,14.0,1,0,0,0,83,63,38,1,63,1,9,433,1923,0.16,7.0,1,11.9,1,1,0,0,0,13.0,0,0,0,0,1,1,1
1083,2007-09-12,-87.763416,41.801497999999995,9,0,0,1,0,7,4,0,0,0,0,0.29,0.67,66,46,21,19,30,0.0,29.46,5,6.0,0,0,0,0,13.0,0,0,0,0,67,46,22,16,42,29,1,528,1809,0.0,1.8,3,5.6,0,0,0,0,0,19.0,0,0,0,1,1,1,8
3954,2013-07-25,-87.678649,41.768388,7,0,1,0,0,0,7,10,0,0,0,0.26,0.58,81,58,35,29,1,0.0,29.39,23,3.9,0,0,0,0,13.0,0,0,0,0,81,57,34,13,54,1,5,438,1918,0.0,4.1,23,5.1,0,0,0,0,0,9.0,0,0,0,0,1,1,4
3708,2013-07-08,-87.800515,41.916265,7,0,1,0,0,0,13,24,0,0,0,0.26,0.58,87,71,44,41,1,0.84,29.31,22,10.5,0,0,0,1,21.0,1,0,0,0,86,70,43,23,71,1,14,424,1929,0.5,7.8,23,8.4,1,0,0,0,1,18.0,0,1,0,1,1,1,6
2479,2011-06-10,-87.703047,41.77166,6,0,1,0,0,0,4,4,0,0,0,0.23,0.76,71,51,26,27,25,0.44,29.26,1,7.5,0,0,1,0,14.4391074161794,1,1,1,0,69,51,25,15,56,26,1,416,1926,0.52,6.4,3,8.0,1,0,0,1,1,14.3362535630461,0,0,0,1,1,1,8
2369,2009-09-25,-87.805059,41.973845000000004,9,0,0,1,0,4,39,3,0,0,0,0.26,0.6,70,60,30,29,1,0.02,29.44,11,6.3,1,0,0,1,10.0,1,0,0,0,70,60,30,22,57,1,1,542,1744,0.16,5.4,11,7.3,1,1,0,0,1,11.0,0,0,0,1,0,1,2
2090,2009-08-07,-87.599862,41.673408,8,0,1,0,0,1,3,0,0,0,0,0.26,0.6,74,67,36,32,1,0.23,29.41,15,7.2,0,0,0,1,11.0,1,0,0,0,74,64,34,12,59,1,5,451,1904,0.33,7.3,15,7.8,1,0,0,0,1,14.0,0,0,0,1,0,1,5
1280,2007-09-24,-87.752411,41.778296999999995,9,0,0,1,0,4,5,0,0,0,0,0.29,0.67,91,71,46,38,1,0.0,29.34,19,10.5,0,0,0,0,10.0,0,0,0,0,90,68,44,36,63,1,15,541,1746,0.0,11.4,19,11.9,0,0,0,0,0,13.0,0,0,0,1,1,1,8
1700,2009-06-22,-87.654224,41.867108,6,0,1,0,0,0,19,36,0,0,0,0.28,0.85,89,70,45,40,1,0.06,29.15,12,7.2,0,0,0,0,16.0,0,0,1,0,89,68,44,27,67,1,15,417,1931,0.09,4.0,11,5.6,0,0,0,0,1,15.0,0,1,0,1,1,1,1
1573,2009-06-05,-87.700117,41.932094,6,0,1,0,0,0,3,4,0,0,0,0.28,0.85,80,47,29,23,2,0.0,29.23,25,7.2,0,0,0,0,12.0216409366304,0,0,0,0,79,44,27,11,44,24,1,417,1923,0.0,5.8,26,6.7,0,0,0,0,0,13.115529037562899,0,0,0,1,1,1,9
1173,2007-09-18,-87.76007,41.961743,9,0,0,1,0,0,0,0,0,0,1,0.29,0.67,89,66,43,34,1,0.0,29.41,19,12.8,0,0,0,0,12.0,0,0,0,0,88,63,41,30,58,1,12,535,1756,0.0,12.9,19,13.1,0,0,0,0,0,18.0,0,0,0,1,1,1,10
2698,2011-07-11,-87.66214000000001,42.010412,7,0,1,0,0,0,2,0,0,0,0,0.25,0.57,90,70,45,43,1,0.13,29.18,24,8.0,0,0,0,0,15.0,1,0,1,0,88,71,45,25,71,1,16,426,1928,0.39,5.5,25,8.5,0,0,0,1,0,14.0,0,0,0,1,1,1,9
3357,2011-09-23,-87.862995,41.992478000000006,9,0,0,1,0,0,1,0,0,0,0,0.25,0.57,62,48,20,20,3,0.02,29.38,36,6.4,0,0,0,1,13.0,0,0,0,0,62,48,20,14,44,3,1,540,1748,0.0,5.9,36,7.0,0,0,0,0,0,13.0,0,0,0,0,1,1,3
1507,2009-06-02,-87.777189,41.960615999999995,6,0,1,0,0,0,5,10,0,0,0,0.28,0.85,61,50,21,20,30,0.06,29.42,3,9.2,0,0,0,1,11.048196270827,1,0,0,0,60,48,19,2,46,4,1,419,1920,0.12,7.4,3,8.0,1,0,0,0,1,12.088315207948598,0,0,0,1,1,1,10
2851,2011-07-25,-87.599862,41.673408,7,0,1,0,0,1,35,16,0,0,0,0.25,0.57,90,73,47,40,1,0.01,29.25,35,6.1,0,0,0,0,12.0,0,0,0,0,88,73,46,25,66,1,17,438,1918,0.0,3.4,32,6.5,0,0,0,0,0,14.0,0,0,0,1,1,1,5
2109,2009-08-13,-87.736812,41.798697,8,0,1,0,0,1,6,3,0,0,0,0.26,0.6,86,63,40,32,1,0.0,29.44,16,4.0,0,0,0,0,11.0,0,0,0,0,86,60,38,18,55,1,9,457,1856,0.0,1.5,14,3.8,0,0,0,0,0,14.0,0,0,0,1,0,1,8
3055,2011-08-19,-87.757639,41.964242,8,0,1,0,0,0,17,2,0,0,0,0.25,0.57,86,67,42,37,1,0.0,29.23,13,5.8,0,0,0,0,9.0,0,0,0,0,87,64,41,23,63,1,12,503,1848,0.0,3.3,14,5.2,0,0,0,0,0,12.0,0,0,0,0,1,1,10
307,2007-07-18,-87.666455,41.9216,7,0,1,0,0,4,12,0,0,0,0,0.29,0.67,85,69,42,40,1,0.92,29.18,24,10.6,0,0,1,1,15.0,1,1,1,1,85,69,42,21,68,1,13,432,1924,1.55,9.1,24,10.1,1,0,0,0,1,14.0,0,1,1,0,1,1,9
1183,2007-09-18,-87.716277,41.846075,9,0,0,1,0,3,1,0,0,0,1,0.29,0.67,89,66,43,34,1,0.0,29.41,19,12.8,0,0,0,0,12.0,0,0,0,0,88,63,41,30,58,1,12,535,1756,0.0,12.9,19,13.1,0,0,0,0,0,18.0,0,0,0,1,1,1,1
497,2007-08-01,-87.562889,41.766202,8,0,1,0,0,10,15,6,0,0,0,0.29,0.67,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,7
996,2007-09-04,-87.730698,41.948167,9,0,0,1,0,1,0,0,0,0,0,0.29,0.67,90,67,44,36,1,0.0,29.34,24,5.0,0,0,0,0,12.0,0,0,0,0,89,63,41,26,60,1,12,520,1822,0.0,2.8,22,4.3,0,0,0,0,0,17.0,0,0,0,1,1,1,10
1262,2007-09-24,-87.812827,41.981964000000005,9,0,0,1,0,29,3,0,0,0,0,0.29,0.67,91,71,46,38,1,0.0,29.34,19,10.5,0,0,0,0,10.0,0,0,0,0,90,68,44,36,63,1,15,541,1746,0.0,11.4,19,11.9,0,0,0,0,0,13.0,0,0,0,1,1,1,2
4268,2013-08-22,-87.546587,41.740641,8,0,1,0,0,6,40,0,0,0,0,0.26,0.58,78,67,38,37,1,0.36,29.42,24,7.0,0,0,0,1,11.0,0,0,0,0,78,68,38,20,67,1,9,506,1843,0.23,1.5,23,7.0,0,0,0,0,1,12.0,0,0,0,0,0,1,7
3219,2011-09-02,-87.60096300000001,41.728495,9,0,0,1,0,0,2,0,0,0,0,0.25,0.57,94,79,52,43,1,0.0,29.24,20,6.6,0,0,0,0,11.0,0,0,0,0,92,76,49,34,69,1,20,518,1826,0.0,4.9,22,7.4,0,0,0,1,0,12.0,0,0,0,0,1,1,7
269,2007-07-18,-87.794896,41.94016,7,0,1,0,0,0,1,1,0,0,0,0.29,0.67,85,69,42,40,1,0.92,29.18,24,10.6,0,0,1,1,15.0,1,1,1,1,85,69,42,21,68,1,13,432,1924,1.55,9.1,24,10.1,1,0,0,0,1,14.0,0,1,1,0,1,1,6
1926,2009-07-17,-87.562889,41.766202,7,0,1,0,0,0,1,0,0,0,0,0.26,0.6,70,58,29,26,2,0.0,29.21,29,10.4,0,0,0,1,16.0,0,0,0,0,70,57,29,2,51,2,1,431,1925,0.0,10.6,30,10.8,0,0,0,0,0,15.0,0,0,0,1,1,1,7
388,2007-07-27,-87.666455,41.9216,7,0,1,0,0,0,5,1,0,0,0,0.29,0.67,83,70,42,39,1,0.04,29.16,36,8.1,0,0,1,1,13.0,1,0,0,0,83,70,42,21,68,1,13,440,1917,0.17,3.0,3,7.9,1,0,0,1,1,13.0,0,0,0,0,1,1,9
887,2007-08-24,-87.757639,41.964242,8,0,1,0,0,19,12,1,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,10
637,2007-08-15,-87.832763,41.944869,8,0,1,0,0,25,39,0,0,0,0,0.29,0.67,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,2
2769,2011-07-15,-87.655232,41.896282,7,0,1,0,0,0,2,0,0,0,0,0.25,0.57,86,71,44,36,1,0.0,29.33,10,6.8,0,0,0,0,13.0,0,0,0,0,87,70,44,23,60,1,15,429,1926,0.0,5.4,9,6.7,0,0,0,0,0,13.0,0,0,0,1,0,1,1
3331,2011-09-16,-87.66805500000001,41.912563,9,0,0,1,0,0,3,2,0,0,0,0.25,0.57,59,48,19,16,4,0.0,29.65,13,3.7,0,0,0,0,13.0,0,0,0,0,58,46,17,4,40,6,1,532,1760,0.0,1.4,8,3.3,0,0,0,0,0,13.0,0,0,0,0,1,1,9
3365,2011-09-23,-87.77792099999999,42.008314,9,0,0,1,0,0,9,0,0,0,0,0.25,0.57,62,48,20,20,3,0.02,29.38,36,6.4,0,0,0,1,13.0,0,0,0,0,62,48,20,14,44,3,1,540,1748,0.0,5.9,36,7.0,0,0,0,0,0,13.0,0,0,0,0,1,1,2
1839,2009-07-10,-87.679447,41.801179,7,0,1,0,0,0,3,0,0,0,0,0.26,0.6,84,67,41,37,1,0.12,29.41,21,4.6,0,0,1,1,16.0,1,0,0,0,82,63,38,18,64,1,9,425,1929,0.08,4.4,21,4.9,1,0,0,0,1,18.0,0,0,0,1,1,1,1
3392,2011-09-23,-87.666901,41.868077,9,0,0,1,0,0,3,1,0,0,0,0.25,0.57,62,48,20,20,3,0.02,29.38,36,6.4,0,0,0,1,13.0,0,0,0,0,62,48,20,14,44,3,1,540,1748,0.0,5.9,36,7.0,0,0,0,0,0,13.0,0,0,0,0,1,1,1
3949,2013-07-25,-87.696269,41.868142,7,0,1,0,0,0,16,0,0,0,0,0.26,0.58,81,58,35,29,1,0.0,29.39,23,3.9,0,0,0,0,13.0,0,0,0,0,81,57,34,13,54,1,5,438,1918,0.0,4.1,23,5.1,0,0,0,0,0,9.0,0,0,0,0,1,1,1
1722,2009-06-26,-87.70373599999999,41.704336,6,0,1,0,0,0,3,0,0,0,0,0.28,0.85,86,72,44,36,1,0.0,29.2,4,8.0,0,0,0,0,15.0,0,0,0,0,86,69,43,25,60,1,14,418,1931,0.0,6.4,4,8.2,0,0,0,0,0,15.0,0,0,0,1,1,1,4
920,2007-08-24,-87.68776899999999,42.01743,8,0,1,0,0,0,1,0,0,0,0,0.29,0.67,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,9
854,2007-08-22,-87.585413,41.726465000000005,8,0,1,0,0,1054,69,0,0,0,1,0.29,0.67,90,70,45,42,1,0.88,29.29,21,8.4,0,0,0,1,14.0,1,0,1,0,90,69,45,27,71,1,16,506,1843,0.37,5.3,21,9.5,0,0,0,0,1,18.0,1,1,0,1,1,1,7
668,2007-08-15,-87.736812,41.798697,8,0,1,0,0,23,74,1,0,0,0,0.29,0.67,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,8
2521,2011-06-17,-87.703047,41.77166,6,0,1,0,0,0,0,3,0,0,0,0.23,0.76,82,64,38,34,1,0.0,29.18,7,6.2,0,0,0,0,15.0,0,0,0,0,82,60,36,20,60,1,7,416,1929,0.0,5.8,6,6.6,0,0,0,0,0,19.0,0,0,0,1,1,1,8
1587,2009-06-05,-87.642984,41.803422999999995,6,0,1,0,0,0,5,1,0,0,0,0.28,0.85,80,47,29,23,2,0.0,29.23,25,7.2,0,0,0,0,12.0216409366304,0,0,0,0,79,44,27,11,44,24,1,417,1923,0.0,5.8,26,6.7,0,0,0,0,0,13.115529037562899,0,0,0,1,1,1,1
